[30.00 → 31.26]  ¿Ya pusiste a grabar?
[3324.60 → 3326.60]  acá en la catedral y en la mesa.
[3327.56 → 3328.50]  Y actualmente es profe.
[3328.50 → 3329.28]  Ya ha sido profe.
[3331.04 → 3332.92]  Entonces, si hay de mujeres,
[3333.20 → 3333.66]  pues hay todo.
[3334.30 → 3335.42]  Tiene que haber paridad.
[3336.98 → 3339.42]  ¿Te aportas de los criterios que se han manejado siempre?
[3339.84 → 3340.60]  Y lo otro, yo creo que
[3341.70 → 3342.68]  el criterio de
[3342.68 → 3344.90]  no experiencia no es un criterio.
[3345.42 → 3347.44]  Es como, digamos que
[3347.44 → 3349.00]  normalmente o históricamente,
[3349.28 → 3350.56]  desde que yo estaba en el comité,
[3351.38 → 3352.04]  siempre se mira,
[3352.04 → 3353.84]  no sé si esto se hizo,
[3354.08 → 3356.02]  como que los profes
[3356.02 → 3357.76]  de las áreas miraran,
[3357.86 → 3360.40]  hicieron una recomendación, pero no alcanzamos.
[3361.04 → 3362.42]  Estábamos por lo que
[3362.42 → 3364.08]  se cerró en diciembre
[3364.08 → 3366.02]  y a un instante tenemos que...
[3366.02 → 3368.00]  El otro criterio era
[3368.00 → 3370.04]  que hubieran cursado un posgrado
[3370.04 → 3371.94]  mínimo maestría o que lo estuvieran
[3371.94 → 3374.32]  cursando y que fueran estudiantes
[3374.32 → 3376.16]  nuestros de la
[3376.16 → 3377.58]  facultad. Entonces, por ejemplo,
[3377.84 → 3379.86]  generalmente escogemos, o generalmente siempre
[3379.86 → 3381.90]  hay propuestas de la gente que está estudiando el doctorado
[3381.90 → 3383.86]  o la maestría. El criterio de género
[3383.86 → 3386.12]  también se tiene en cuenta, como que haya balance
[3386.12 → 3388.06]  entre las propuestas que se escoge.
[3388.72 → 3389.80]  La experiencia docente
[3389.80 → 3391.88]  sí ha sido un criterio y
[3391.88 → 3394.30]  especialmente a quienes han sido
[3394.30 → 3395.80]  docentes con nosotros
[3395.80 → 3396.62]  anteriormente,
[3398.20 → 3399.96]  se les miraba la evaluación
[3399.96 → 3401.50]  docente, para los que repetían,
[3401.56 → 3403.64]  para los que repetían la evaluación docente, pero pues ahorita
[3403.64 → 3406.32]  no tenemos evaluación docente.
[3407.00 → 3407.98]  Que hicieran parte de algún
[3407.98 → 3410.20]  grupo de investigación de la facultad, también
[3410.20 → 3412.26]  se miraba o se tenía en cuenta.
[3413.72 → 3414.26]  Y no recuerdo
[3414.26 → 3415.98]  que otro criterio.
[3417.38 → 3419.40]  Puede ser el de
[3419.40 → 3419.88]  maestría
[3419.88 → 3422.02]  o el de experiencia no.
[3423.80 → 3424.76]  Puede ser
[3424.76 → 3425.92]  una de las quejas
[3425.92 → 3427.24]  que hay siempre
[3427.98 → 3429.88]  en los temas de juventud, porque
[3429.88 → 3431.52]  le piden experiencia a la gente.
[3431.94 → 3433.70]  Si tú estás estudiando,
[3434.10 → 3435.80]  terminando la carrera, entonces como tienes
[3435.80 → 3437.04]  experiencia frikis,
[3439.24 → 3440.40]  como hay otro criterio
[3440.40 → 3441.80]  adicionante, es el de maestría,
[3442.86 → 3444.04]  ese puede suplir
[3444.04 → 3445.98]  un poco, pero no
[3445.98 → 3448.14]  experiencia. Me parece que la discusión
[3448.14 → 3449.82]  siempre giraba en torno a eso, como
[3449.82 → 3451.74]  o que estuviera cursando estudios de maestría
[3451.74 → 3453.92]  o que tuviera algún tipo de experiencia docente.
[3454.44 → 3455.88]  Y en todo caso se les tenían en
[3455.88 → 3457.78]  cuenta lo que preguntó el profesor
[3457.78 → 3459.82]  Lozano, que era algún tipo de monitoría o apoyo
[3459.82 → 3461.60]  a algún docente, por ejemplo, mientras fueron
[3461.60 → 3463.70]  estudiantes de pregrado o siendo
[3463.70 → 3465.74]  estudiantes de maestría o de doctorado,
[3465.98 → 3467.52]  como a veces asignan esas
[3467.52 → 3468.24]  becas.
[3470.72 → 3472.08]  Puede ser ya muy bueno
[3472.96 → 3473.86]  en el futuro,
[3474.02 → 3475.46]  no sé, dejando si han pensado o no,
[3476.60 → 3477.92]  pero me parece
[3477.92 → 3480.08]  que hay que hacer un trabajo pedagógico
[3480.08 → 3481.70]  con los nuevos profesores,
[3483.02 → 3484.14]  hay que hacer un
[3484.14 → 3485.14]  seminario, no sé,
[3486.12 → 3487.72]  con los profesores ya
[3487.72 → 3489.16]  veteranos, no sé,
[3489.46 → 3492.02]  me parece que ese es un criterio
[3492.02 → 3494.16]  interesante para fortalecer
[3494.16 → 3496.30]  la docencia, porque la docencia
[3496.30 → 3498.02]  pues yo siento
[3498.88 → 3499.60]  que
[3499.60 → 3501.94]  desgraciadamente reproducimos lo mismo que
[3502.70 → 3503.42]  criticamos,
[3505.22 → 3506.20]  criticamos los métodos,
[3506.20 → 3507.72]  criticamos las maneras de
[3507.72 → 3510.04]  entonces llega una persona joven
[3510.04 → 3512.02]  que hace el docente y qué hace,
[3513.64 → 3514.10]  y sufrió
[3514.10 → 3516.28]  todas las
[3516.28 → 3517.96]  penurias de la docencia
[3517.96 → 3520.02]  que tenemos, todos los defectos que
[3520.16 → 3522.16]  tenemos igualmente reproducen lo mismo,
[3523.04 → 3524.22]  lo mismo,
[3524.54 → 3525.96]  como la presión académica
[3525.96 → 3526.52]  de
[3528.04 → 3530.00]  esos conjunto de cosas
[3530.00 → 3531.94]  que no ayudan a que
[3531.94 → 3533.84]  la docencia sea
[3533.84 → 3534.88]  significativa,
[3535.46 → 3537.14]  y como no somos
[3537.14 → 3538.54]  ni licenciados,
[3539.62 → 3541.96]  ni tenemos esa trayectoria de estudios
[3541.96 → 3543.60]  en pedagogía,
[3543.76 → 3546.34]  pues bueno, sería bueno hacer un trabajo con
[3546.34 → 3548.06]  se eligieron tantos profesores
[3548.06 → 3550.18]  que asistan a un seminario
[3550.18 → 3550.76]  en el semestre.
[3550.82 → 3553.52]  Yo justamente estaba de acuerdo con eso,
[3554.12 → 3555.46]  habíamos pensado en la predicación
[3556.12 → 3557.64]  estudiantil, para que, no sé,
[3557.84 → 3559.18]  como que antes de iniciar el semestre
[3560.32 → 3562.24]  puede incluir en el seminario
[3562.24 → 3563.68]  un tema de charla
[3563.68 → 3565.24]  de aprendizaje de bienes basada en género
[3565.24 → 3567.78]  para los docentes, no sé cómo
[3567.78 → 3569.62]  se podría articular, porque igual
[3569.62 → 3571.46]  es parte de la pedagogía,
[3571.76 → 3573.40]  y como que voy a meter un espacio para
[3573.40 → 3575.62]  antes de que el semestre, como es ocasional,
[3575.62 → 3577.32]  lo llevamos a todos, pues
[3577.32 → 3579.20]  que sea este espacio, no sé cómo lo
[3579.20 → 3580.62]  insularan como comité.
[3581.32 → 3583.20]  Una cuestión también que me parece importante
[3584.18 → 3585.84]  y que es crítica
[3585.84 → 3587.38]  desde mi perspectiva,
[3587.60 → 3589.62]  es que todavía se hagan parciales.
[3593.08 → 3593.22]  Sí.
[3593.22 → 3595.02]  Se hagan parciales a una escuelita.
[3595.66 → 3597.78]  Sí, o sea, eso es este,
[3598.14 → 3599.62]  es que ni siquiera el siglo pasado.
[3599.66 → 3601.98]  Llegan los nuevos y se producen
[3601.98 → 3602.48]  lo mismo.
[3603.68 → 3605.02]  Léete cuatrocientas páginas
[3605.02 → 3606.94]  y te pregunto que se me dé la gana
[3606.94 → 3608.48]  y te responda esa conllejada.
[3609.24 → 3610.34]  Sí, eso me parece
[3610.98 → 3611.50]  extravagoso.
[3611.92 → 3614.88]  Cuando los libros están ahí, cuando hay la posibilidad
[3614.88 → 3615.90]  de hacer ensayos,
[3617.28 → 3618.84]  y jodiendo como van a cerrar
[3618.84 → 3620.42]  de dos preguntas
[3620.42 → 3623.04]  después de leerla en cuatrocientas páginas.
[3623.10 → 3624.48]  O sea, eso tiene un huevo
[3625.62 → 3626.50]  impresionante, eso
[3626.50 → 3628.48]  lo veo todavía por acá, en nuestras tierras,
[3630.64 → 3631.16]  totalmente
[3631.16 → 3632.20]  jodido.
[3633.70 → 3640.80]  O sea, ¿cómo hacemos esa transición
[3640.80 → 3641.72]  entre nosotros?
[3645.16 → 3646.30]  Hay una propuesta
[3647.16 → 3648.62]  de temas
[3650.04 → 3651.16]  de pedagogía
[3651.80 → 3652.96]  y de nuevas formas
[3652.96 → 3655.06]  metodológicas en las clases
[3655.06 → 3656.84]  que está contemplada en el plano
[3656.84 → 3659.02]  de mejoramiento después de todo
[3659.02 → 3661.20]  un tema de evaluación
[3661.20 → 3663.02]  de esencia política y además
[3663.56 → 3665.26]  también está contemplada en la
[3665.26 → 3666.74]  propuesta de la natural función
[3666.74 → 3669.26]  de las avelas. Sé que existe ya
[3669.26 → 3671.46]  una pedagoga que está vinculada
[3671.46 → 3672.08]  a derecho
[3672.72 → 3674.98]  y que ya se ha hecho
[3674.98 → 3677.24]  como una actividad con profes de derecho
[3677.24 → 3678.32]  referente a eso.
[3679.22 → 3680.78]  Sí, algo así como un piloto.
[3681.20 → 3683.08]  Pero entonces, pues la propuesta y
[3683.08 → 3685.04]  lo que también hemos pedido es de
[3685.04 → 3686.72]  esencia política es que se pueda compartir
[3686.72 → 3688.18]  que ella también trabaja con
[3688.18 → 3690.78]  profes de esencia política y se tenga
[3690.78 → 3692.74]  como tal el proyecto
[3692.74 → 3694.74]  no lo tenemos todavía, por decirlo
[3694.74 → 3696.54]  de alguna forma, como que tengamos fechas,
[3696.78 → 3698.48]  como que tengamos actividades específicas
[3698.48 → 3700.64]  o algún trabajo con ella, pero
[3700.64 → 3703.04]  sí se ha solicitado también atendiendo
[3703.04 → 3704.74]  lo que les comento, el plan de
[3704.74 → 3705.84]  mejoramiento del programa.
[3707.68 → 3708.44]  Sí, no sé
[3708.44 → 3710.64]  qué se va a poner, pero no sé qué tan posible
[3710.64 → 3712.64]  sea que así como
[3712.64 → 3714.40]  se hace una inducción, o sea, la semana de inducción
[3714.40 → 3716.48]  que se hace para los chicos que entran nuevos
[3716.48 → 3718.72]  se puede hacer una semana o unos días
[3718.72 → 3720.52]  o sea dos días, tres días de talleres
[3720.52 → 3722.62]  de pedagogía y de
[3722.62 → 3724.32]  género, de digamos
[3724.32 → 3725.46]  de esto
[3726.52 → 3728.38]  de inclusión activa para
[3728.38 → 3730.48]  personas que tengan capacidad
[3730.48 → 3731.08]  diversas.
[3731.52 → 3733.98]  Y que sean sí, unos días, o sea,
[3734.06 → 3736.32]  de algún modo tienen que ir progresiendo muchas reuniones
[3736.32 → 3738.22]  y todo esto, pero pues al menos que
[3738.22 → 3740.38]  podamos poner, digamos, tres días para hacer
[3740.38 → 3742.58]  talleres y
[3742.58 → 3744.48]  porque siento que sí es muy necesario que
[3744.48 → 3746.58]  a pesar de que ya llegues mucho tiempo acá, igual sigan
[3748.12 → 3748.92]  como actualizando
[3748.92 → 3749.84]  actualizando su conocimiento
[3750.66 → 3752.44]  y más que tanto también haciendo cosas nuevas
[3752.44 → 3754.18]  porque pues muchos, o sea, hay muchos
[3754.18 → 3756.00]  que no entienden que tienen mucha experiencia y todo esto
[3756.00 → 3758.24]  y que han dado clases, pero no por eso
[3758.24 → 3760.36]  digamos que tienen mucho conocimiento
[3760.36 → 3762.58]  en bloqueo de la pedagogía, o en
[3763.10 → 3764.12]  sí, enseñar como tal.
[3764.60 → 3766.48]  Que también, pues yo sí creo que, bueno
[3766.48 → 3768.70]  pues ahí es donde empieza el conflicto
[3769.16 → 3770.50]  porque pues nosotros podemos
[3770.50 → 3772.74]  hacer los talleres y demás, la cosa es cómo
[3772.74 → 3774.74]  garantizar que asistan y pues como que
[3774.74 → 3776.28]  se aprobó el conocimiento porque pues
[3776.28 → 3778.44]  No, pues ahí necesitamos como una articulación con la parte
[3778.44 → 3780.56]  administrativa, que ellos somos los que saben cómo
[3780.56 → 3782.44]  podría funcionar eso. A los que tienen
[3782.44 → 3784.22]  llamas de contacto son ellas
[3784.22 → 3786.42]  y tienen contacto con nosotros. Otra cosa
[3786.42 → 3788.50]  si bien, como varía curricular
[3789.60 → 3790.78]  digamos que nos corresponde
[3790.78 → 3792.46]  todo el tema de vinculación docente
[3792.46 → 3794.50]  tener presente que el tema de género
[3796.10 → 3797.14]  le corresponde a
[3797.14 → 3798.86]  bienestar, ¿no?, con su unidad de género
[3798.86 → 3800.84]  entonces yo creo que la coordinación
[3800.84 → 3802.76]  para el tema de esos talleres de género debería
[3802.76 → 3804.46]  hacerse con bienestar
[3804.46 → 3806.78]  de pronto en el tema pedagógico, nosotros desde
[3806.78 → 3808.86]  el área sí podríamos tener como más
[3809.64 → 3811.46]  como más margen de acción
[3811.46 → 3812.72]  en conjunto con el programa de
[3812.72 → 3814.70]  acompañamiento académico que creo que lo ha venido haciendo
[3814.70 → 3816.92]  pero para el tema de género sí creo que es importante
[3816.92 → 3818.84]  que de pronto ustedes como
[3819.42 → 3820.82]  representación lo comenten con
[3820.82 → 3823.04]  bienestar porque le corresponde directamente
[3823.04 → 3824.86]  a bienestar.
[3826.96 → 3828.32]  El departamento es
[3828.32 → 3830.22]  pasando esfuerzo ahí
[3830.22 → 3830.86]  sin
[3831.42 → 3832.70]  tener la capacidad
[3832.70 → 3835.06]  convocada. Lo que yo digo que
[3835.06 → 3836.28]  hay que tener presente
[3836.86 → 3838.80]  como ahorita bien pendiente
[3838.80 → 3840.64]  es respecto
[3840.64 → 3842.94]  a los sílabus y
[3842.94 → 3844.78]  todos los textos introductorios, toda la
[3844.78 → 3846.00]  bibliografía y esto demás
[3846.00 → 3848.68]  y como nosotros desde
[3848.68 → 3850.62]  representación lo que estábamos planteando era que
[3850.62 → 3852.68]  eso se tuviera antes de las inscripciones
[3852.68 → 3855.08]  en el CIDA porque suele pasar que
[3855.08 → 3856.68]  en el CIDA solo se habla el nombre del curso
[3856.68 → 3858.44]  y ya y no hay más.
[3859.02 → 3860.52]  Entonces no sé acá si propongo
[3860.52 → 3862.62]  como es la área administrativa pues nosotros también desde
[3862.62 → 3864.50]  representación estudiantil
[3864.50 → 3866.84]  ayudar porque pues eso al final del día es trabajo
[3866.84 → 3868.68]  no solo exigir
[3869.28 → 3870.68]  pero precisamente eso
[3870.68 → 3872.72]  empezar a mirar cómo vamos a hacer
[3872.72 → 3874.98]  para que el próximo semestre podamos tener
[3875.52 → 3876.76]  esos, podamos
[3876.76 → 3878.78]  tener tanto las justificaciones del programa
[3878.78 → 3880.64]  como las bibliografías como demás
[3880.64 → 3882.52]  como ponerle cintura a los profesores con eso
[3882.52 → 3884.66]  porque es algo que mucho tiempo se ha llevado
[3885.52 → 3886.06]  desordenado
[3886.64 → 3887.76]  entre todos.
[3888.46 → 3890.68]  Precisamente por eso también necesitamos cómo
[3892.62 → 3892.64]  validar
[3893.16 → 3894.44]  estos cursos
[3894.44 → 3896.72]  porque la fecha que les decía 7 de
[3896.72 → 3898.90]  febrero no es solamente para creación de nuevos
[3898.90 → 3900.50]  códigos sino para
[3900.50 → 3902.66]  modificar asignaturas, o sea asignaturas
[3902.66 → 3904.60]  que ya existen que tengan alguna
[3904.60 → 3906.58]  actualización de bibliografía de
[3906.58 → 3908.74]  todo esto, todo eso tiene que pasar
[3908.74 → 3910.74]  por un aval de consejo de facultad
[3911.58 → 3912.88]  y es la única forma
[3912.88 → 3914.86]  para que el CIDA esté completo.
[3916.38 → 3918.74]  pues precisamente por eso como que
[3919.78 → 3920.90]  digamos que
[3920.90 → 3922.74]  casi siempre lo hacemos en una sesión de
[3922.74 → 3924.44]  comité de esto pero también
[3924.44 → 3926.56]  al ver la cantidad de propuestas que
[3926.56 → 3928.56]  recibimos pues decidimos hacerla esta
[3928.56 → 3930.74]  y la próxima para también si
[3930.74 → 3932.62]  es necesario no solamente la creación
[3932.62 → 3934.64]  sino la modificación de alguna pues
[3934.64 → 3935.98]  poderla hacer como con el tiempo.
[3935.98 → 3938.10]  Respecto a eso hay posibilidad que unidad
[3938.10 → 3939.70]  de comunicaciones se empiece a modelar
[3939.70 → 3942.16]  el masivo de profesores para
[3942.16 → 3944.00]  que tengan en cuenta sus plazos y
[3944.00 → 3946.20]  demás. Sí creería que sí tendríamos
[3946.20 → 3947.90]  que revisar ahorita cómo está la unidad
[3947.90 → 3950.10]  de comunicaciones y ya contratar a todo el
[3950.10 → 3951.68]  mundo porque
[3951.68 → 3953.70]  por ejemplo hoy está empezando el
[3953.70 → 3955.88]  IEDA y ya no.
[3956.12 → 3958.02]  Entonces tendríamos que revisar cómo está
[3958.02 → 3959.70]  la contratación en comunicaciones
[3959.70 → 3961.16]  para poder
[3962.04 → 3963.98]  empezar a apoyar para que
[3963.98 → 3965.38]  entreguen eso a tiempo porque.
[3966.44 → 3967.98]  Incluso o sea si también
[3968.68 → 3970.24]  lo que podríamos hacer
[3970.24 → 3972.14]  es si de pronto el CIDA no es
[3972.14 → 3972.96]  tan eficiente
[3974.74 → 3976.60]  pues podríamos incluso
[3976.60 → 3977.94]  mover los programas
[3977.94 → 3979.26]  por correo masivo también
[3979.26 → 3981.98]  las colectivas que tengamos nosotros.
[3988.36 → 3990.12]  Podría hacer como trabajar
[3990.12 → 3992.14]  en los dos frentes para también
[3992.14 → 3994.48]  poder también apoyarnos en comunicaciones
[3994.48 → 3996.10]  para cuando tengamos ya definidas
[3996.10 → 3998.18]  materias podemos enviar
[3998.18 → 4000.32]  y que todos y todas tengan acceso
[4000.32 → 4001.86]  al programa. Pues ahí sí
[4001.86 → 4003.98]  tenemos ayuda de ustedes dos como que empiecen a
[4003.98 → 4005.96]  mudar lados para que vayan los profesores
[4005.96 → 4007.88]  cuadrando eso y pues lo mismo
[4007.88 → 4010.16]  yo entiendo que el semestre pasado
[4010.16 → 4012.26]  hubo un problema respecto a una cuestión
[4012.26 → 4014.00]  del CIDA de los profesores pues yo creo
[4014.00 → 4016.10]  que se puede o sea yo por lo
[4016.10 → 4017.98]  menos así ya hablo personalmente
[4017.98 → 4019.94]  no quiero comprometer el tiempo de mis compañeros pero
[4019.94 → 4022.16]  yo estoy dispuesto a venir a ayudar a los profesores
[4022.16 → 4023.96]  a ayudarlos a hacer las inscripciones y demás
[4023.96 → 4025.76]  vainas porque pues eso es un trabajo
[4026.92 → 4027.94]  claro con compromiso
[4028.46 → 4029.94]  los profesores porque pues tampoco es
[4030.68 → 4032.06]  si o sea para ayudarlos
[4032.06 → 4033.36]  hacer el trabajo no para hacerlo.
[4033.78 → 4035.88]  Lo otro que se me ocurre Pao es nosotros todos
[4035.88 → 4038.04]  los semestres le solicitamos a los
[4038.04 → 4039.96]  profesores los contenidos programáticos
[4039.96 → 4041.96]  hay algunos que los envían
[4041.96 → 4043.88]  muy juiciosos hay otros que de pronto los envían
[4043.88 → 4045.92]  un poquito mas tarde de cuando inicia
[4045.92 → 4047.86]  el semestre pero de pronto
[4047.86 → 4050.72]  con eso que ya hay
[4050.72 → 4051.64]  hacer algún
[4051.64 → 4053.88]  porque obviamente que no se puede publicar el programa
[4053.88 → 4055.78]  de la asignatura en su totalidad
[4055.78 → 4057.72]  dijamos que por algo existe
[4057.72 → 4059.86]  la solicitud de certificado de contenidos programáticos
[4060.46 → 4062.12]  que es el insumo que utiliza la secretaría
[4062.12 → 4063.88]  académica y pues hay cosas
[4063.88 → 4066.06]  de esos programas que son exclusivas
[4066.06 → 4068.16]  del manejo de los docentes como su metodología
[4068.16 → 4070.00]  pero de pronto los módulos y los
[4070.00 → 4071.92]  objetivos si se podrían
[4071.92 → 4074.18]  publicar de pronto con los estudiantes
[4074.18 → 4075.70]  auxiliares o con ustedes mismos.
[4075.70 → 4077.36]  Pero como así que la metodología
[4077.36 → 4078.46]  no la pueden publicar.
[4079.20 → 4081.24]  Habrán cosas de esos programas que son
[4082.34 → 4083.84]  sensibles de lo
[4083.84 → 4085.12]  que ha propuesto el docente.
[4085.28 → 4087.16]  ¿Y hay alguna normativa que regule eso?
[4088.06 → 4089.18]  No, te digo es por ejemplo
[4089.70 → 4091.70]  si tu necesitas un certificado de contenidos
[4092.48 → 4093.66]  los contenidos tienen que estar
[4093.66 → 4095.54]  certificados justamente por la secretaría
[4095.54 → 4097.52]  muchas veces a nosotros nos llegan los contenidos
[4097.52 → 4099.12]  de los estudiantes
[4099.12 → 4101.82]  como nos envían el programa que me envió el docente
[4101.82 → 4103.52]  y es como no, eso no lo recibimos
[4104.74 → 4105.70]  como soporte
[4105.70 → 4107.52]  sino que eso tiene que venir certificado
[4108.58 → 4109.54]  y seguramente
[4109.54 → 4111.64]  habrán cosas de los programas
[4111.64 → 4113.74]  de los docentes que son de la producción intelectual
[4113.74 → 4115.58]  me imagino que los docentes, por eso creo
[4115.58 → 4117.34]  que los programas no se deben publicar
[4118.12 → 4119.52]  en su totalidad.
[4123.38 → 4125.62]  En mi caso como docente
[4125.62 → 4127.42]  de mi experiencia no me gustaría que mi
[4127.42 → 4129.42]  programa fuera completamente público
[4129.42 → 4131.80]  por temas digamos de cosas que proponemos
[4131.80 → 4133.52]  que son únicas de nuestra asignatura
[4134.82 → 4135.94]  Yo lo entiendo así
[4135.94 → 4137.36]  pero creo que también es importante
[4137.36 → 4139.94]  el conocimiento de la metodología, eso desde el lado
[4139.94 → 4141.82]  del estudiante, porque a veces uno
[4141.82 → 4143.80]  termina es dándose cuenta de la metodología
[4145.34 → 4146.04]  hasta que
[4146.04 → 4147.72]  inscriba la clase y ya...
[4147.72 → 4149.56]  No somos lo que hemos tratado ahora hoy, o sea como el resumen
[4149.56 → 4152.08]  ejecutivo de la asignatura, objetivos, módulos
[4152.08 → 4152.66]  Podría ser eso.
[4154.72 → 4156.32]  Pero generalmente esas descripciones
[4156.32 → 4157.42]  terminan estando así.
[4157.42 → 4159.36]  Para tener la metodología está ya he puesto algo más estudiantil
[4159.36 → 4161.78]  ¿Cómo hablamos de referencias?
[4162.50 → 4163.02]  No sé
[4163.76 → 4165.70]  Es que yo digo que podríamos
[4165.70 → 4167.36]  adoptar por ejemplo un modelo de si la busco
[4167.36 → 4169.60]  utiliza la Universidad de Javeria, es un modelo
[4169.60 → 4171.40]  que me parece bien, pues no sé
[4171.40 → 4173.62]  no entiendo. O sea me parece
[4173.62 → 4176.66]  que tampoco hay que llegar entonces a la
[4176.66 → 4177.48]  o sea si hay una
[4177.48 → 4179.28]  justificación tanto de la protección de
[4179.28 → 4181.16]  propia intelectual y
[4181.16 → 4183.20]  una justificación de la libertad de cátedra
[4183.20 → 4185.40]  por supuesto, pero tampoco puede ser una libertad
[4185.40 → 4187.30]  completamente del profesor hacer lo que se la
[4187.30 → 4188.88]  haga en la clase sin desentendimiento.
[4188.94 → 4191.34]  No, no, lo que yo estoy diciendo, yo lo que estoy diciendo
[4191.34 → 4193.50]  es que podemos hacer una publicación de eso
[4193.50 → 4195.60]  pero con unas cosas muy generales
[4195.60 → 4197.62]  no la publicación completa del programa
[4197.62 → 4199.54]  académico, porque seguramente muchos
[4199.54 → 4201.28]  profesores lo van a querer. Y eso
[4201.28 → 4203.30]  en todo caso se modifica semestre a semestre.
[4204.18 → 4204.76]  Yo por ejemplo en mi programa de
[4205.30 → 4206.34]  Monéticos cada semestre.
[4208.76 → 4209.60]  No tiene un problema,
[4210.98 → 4212.26]  lo puedes publicar
[4212.26 → 4213.80]  perfectamente con todo
[4213.80 → 4215.60]  y no hay problema
[4217.26 → 4217.80]  tampoco
[4217.80 → 4219.38]  tampoco eso
[4219.96 → 4221.60]  garantiza que tú como estudiante
[4223.96 → 4226.50]  tengas la percepción plena del curso
[4227.26 → 4227.80]  porque
[4227.80 → 4229.66]  el curso tiene la percepción cuando ya estás
[4229.66 → 4232.00]  con el profesor, hay unas sesiones y ya
[4232.00 → 4233.68]  ahí sabes cómo es la cosa.
[4234.14 → 4235.82]  Entonces eso es muy relativo también
[4235.82 → 4237.70]  de un lado y del otro.
[4238.22 → 4239.00]  Yo no le veo problemas.
[4240.52 → 4241.50]  El programa además
[4241.50 → 4243.64]  pueden decir hasta la quinta maravilla del
[4243.64 → 4244.62]  programa.
[4244.88 → 4246.42]  El papel aguanta todo.
[4248.98 → 4249.58]  Pero bueno,
[4249.80 → 4250.82]  desde el punto de vista de la información
[4250.82 → 4252.50]  porque además sí creo que es muy bueno
[4252.50 → 4254.20]  que los estudiantes
[4254.20 → 4256.16]  y las estudiantes
[4257.06 → 4258.48]  discutan estos temas.
[4259.36 → 4260.38]  Los discutan a fondo.
[4260.94 → 4263.82]  No es prerrogativo solo de nosotros los maestros
[4263.82 → 4265.22]  decir que estos son los temas
[4265.22 → 4265.98]  y los contenidos.
[4266.58 → 4269.16]  Si el estudiante estaba pensado a discutir
[4269.16 → 4271.12]  los temas curriculares
[4271.12 → 4273.16]  no de malla
[4273.60 → 4274.98]  porque a veces creo que se produce
[4274.98 → 4277.38]  todo el problema de la malla. Entonces el contenido
[4277.38 → 4278.78]  y la metodología
[4278.78 → 4280.82]  no es la malla solamente
[4281.32 → 4282.86]  que hay ahí en ese campo
[4282.86 → 4285.00]  en que estamos trabajando
[4285.00 → 4286.78]  en esa materia política contemporánea
[4286.78 → 4289.06]  porque es el periodista
[4289.06 → 4290.16]  o la que sea.
[4292.00 → 4293.50]  Tenemos que discutir
[4293.50 → 4295.32]  las disciplinas de los campos
[4295.32 → 4297.12]  de estudiantes no se las sabe
[4297.12 → 4298.96]  todas pero tampoco de los profesores no las sabemos todas.
[4298.96 → 4300.28]  Entonces
[4300.96 → 4302.62]  creo que una buena información
[4302.62 → 4304.26]  se ayuda mucho
[4306.24 → 4306.96]  a decantar
[4307.64 → 4309.56]  a aterrizar, a poner en el justo medio
[4309.56 → 4310.96]  a que no
[4312.12 → 4312.76]  exageremos.
[4312.96 → 4314.54]  El mismo profesor se hará cuenta
[4314.54 → 4316.56]  si tiene un programa
[4316.56 → 4318.48]  de 20 sílabus por decir algo
[4318.48 → 4321.04]  con 500 referencias
[4321.04 → 4322.44]  bibliográficas
[4322.44 → 4324.96]  y hay que hacer 20 ensayos al semestre
[4325.13 → 4328.29]  a los otros
[4328.29 → 4329.13]  y se da cuenta que
[4330.73 → 4331.93]  aunque la cosa está
[4333.03 → 4333.63]  desproporcionada
[4333.63 → 4334.93]  porque a veces pensamos
[4334.93 → 4337.03]  que lo mejor es
[4337.03 → 4339.01]  el que más muta contenido
[4339.01 → 4340.81]  y lecturas
[4340.81 → 4342.11]  y ponga trabajos
[4342.11 → 4345.21]  y la calidad suprema
[4345.21 → 4346.51]  eso no es lo que haces.
[4346.51 → 4348.29]  Entonces problemas también
[4348.29 → 4351.35]  con los estudiantes. Cada uno se ve presionado
[4351.35 → 4353.77]  de todas maneras.
[4354.69 → 4355.37]  Entonces
[4356.23 → 4357.59]  terminamos vacunándolos
[4357.59 → 4358.61]  contra la lectura
[4360.59 → 4361.71]  más de lo que
[4361.71 → 4363.61]  hace el retorno
[4363.61 → 4365.33]  terminamos vacunándolos contra la
[4366.19 → 4366.87]  escritura
[4366.87 → 4367.91]  de la otra.
[4368.65 → 4371.79]  Y es que pues yo
[4372.99 → 4374.95]  pues yo lo veo pues es como
[4374.95 → 4376.89]  por tres cosas que yo anoto.
[4377.45 → 4378.87]  Primero es un caso, o sea
[4378.87 → 4380.69]  esto lo hablo más por el área de investigación
[4380.69 → 4382.71]  que me parece que es importante por precisamente
[4382.71 → 4384.63]  cómo se está planteando el proyecto de programa
[4384.63 → 4387.37]  que la idea es aprender investigando
[4387.37 → 4388.61]  pues es muy
[4388.61 → 4390.93]  chistoso porque es un caso de un
[4390.93 → 4392.73]  compañero que me he comentado que él
[4392.73 → 4395.33]  digamos inscribió la materia de diseño de investigación
[4395.33 → 4396.53]  estaba ahí
[4396.53 → 4398.87]  y el profesor le dijo vamos a
[4398.87 → 4400.51]  investigar solamente Bogotá
[4400.51 → 4403.17]  y él me decía pues yo no quiero investigar eso
[4403.17 → 4404.73]  hubiera sido útil saber que
